IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
104.19.5.67,4,4,0.00,5.25,0.00,N/A
104.20.15.61,4,4,0.00,5.25,0.00,N/A
104.17.81.186,4,4,0.00,5.25,0.00,N/A
104.25.108.170,4,4,0.00,5.25,0.00,N/A
104.27.53.212,4,4,0.00,5.25,0.00,N/A
104.18.65.237,4,4,0.00,5.26,0.00,N/A
104.19.77.178,4,4,0.00,5.26,0.00,N/A
104.18.18.48,4,4,0.00,5.26,0.00,N/A
198.41.223.212,4,4,0.00,5.26,0.00,N/A
162.159.247.239,4,4,0.00,5.26,0.00,N/A
104.19.17.127,4,4,0.00,5.26,0.00,N/A
104.19.14.43,4,4,0.00,5.26,0.00,N/A
104.25.197.8,4,4,0.00,5.26,0.00,N/A
104.25.21.5,4,4,0.00,5.26,0.00,N/A
104.17.229.129,4,4,0.00,5.26,0.00,N/A
162.159.234.243,4,4,0.00,5.26,0.00,N/A
104.21.102.101,4,4,0.00,5.26,0.00,N/A
104.17.174.150,4,4,0.00,5.26,0.00,N/A
104.16.11.213,4,4,0.00,5.26,0.00,N/A
162.159.252.51,4,4,0.00,5.26,0.00,N/A
104.19.218.203,4,4,0.00,5.26,0.00,N/A
104.18.32.25,4,4,0.00,5.26,0.00,N/A
104.24.169.2,4,4,0.00,5.26,0.00,N/A
104.19.138.77,4,4,0.00,5.26,0.00,N/A
104.18.202.67,4,4,0.00,5.26,0.00,N/A
104.19.16.110,4,4,0.00,5.26,0.00,N/A
104.16.51.203,4,4,0.00,5.26,0.00,N/A
104.17.253.76,4,4,0.00,5.26,0.00,N/A
104.16.15.156,4,4,0.00,5.26,0.00,N/A
172.67.219.221,4,4,0.00,5.26,0.00,N/A
104.25.95.251,4,4,0.00,5.27,0.00,N/A
104.21.106.65,4,4,0.00,5.27,0.00,N/A
104.27.19.21,4,4,0.00,5.27,0.00,N/A
104.18.187.35,4,4,0.00,5.27,0.00,N/A
104.25.199.23,4,4,0.00,5.27,0.00,N/A
104.20.56.247,4,4,0.00,5.27,0.00,N/A
104.21.113.92,4,4,0.00,5.27,0.00,N/A
104.16.6.62,4,4,0.00,5.27,0.00,N/A
104.17.27.204,4,4,0.00,5.27,0.00,N/A
104.24.11.138,4,4,0.00,5.27,0.00,N/A
104.18.35.2,4,4,0.00,5.27,0.00,N/A
104.25.170.52,4,4,0.00,5.27,0.00,N/A
104.19.193.155,4,4,0.00,5.27,0.00,N/A
104.19.204.50,4,4,0.00,5.27,0.00,N/A
162.159.241.220,4,4,0.00,5.27,0.00,N/A
104.19.200.206,4,4,0.00,5.27,0.00,N/A
104.24.192.152,4,4,0.00,5.27,0.00,N/A
104.18.134.141,4,4,0.00,5.27,0.00,N/A
104.19.253.246,4,4,0.00,5.27,0.00,N/A
104.19.168.201,4,4,0.00,5.27,0.00,N/A
104.19.212.136,4,4,0.00,5.27,0.00,N/A
172.67.231.196,4,4,0.00,5.27,0.00,N/A
172.66.1.46,4,4,0.00,5.27,0.00,N/A
162.159.15.17,4,4,0.00,5.27,0.00,N/A
104.19.78.190,4,4,0.00,5.27,0.00,N/A
104.21.90.240,4,4,0.00,5.27,0.00,N/A
104.19.177.216,4,4,0.00,5.27,0.00,N/A
104.25.25.135,4,4,0.00,5.27,0.00,N/A
104.19.124.121,4,4,0.00,5.27,0.00,N/A
172.64.88.130,4,4,0.00,5.28,0.00,N/A
104.19.11.198,4,4,0.00,5.28,0.00,N/A
104.17.240.188,4,4,0.00,5.28,0.00,N/A
104.16.228.218,4,4,0.00,5.28,0.00,N/A
172.67.236.243,4,4,0.00,5.28,0.00,N/A
104.25.152.103,4,4,0.00,5.28,0.00,N/A
104.27.13.164,4,4,0.00,5.28,0.00,N/A
104.19.85.36,4,4,0.00,5.28,0.00,N/A
104.16.4.148,4,4,0.00,5.28,0.00,N/A
104.19.151.109,4,4,0.00,5.28,0.00,N/A
104.21.116.218,4,4,0.00,5.28,0.00,N/A
104.17.92.186,4,4,0.00,5.28,0.00,N/A
104.24.203.106,4,4,0.00,5.28,0.00,N/A
104.19.144.98,4,4,0.00,5.28,0.00,N/A
104.17.248.79,4,4,0.00,5.28,0.00,N/A
104.27.15.7,4,4,0.00,5.28,0.00,N/A
104.18.26.167,4,4,0.00,5.28,0.00,N/A
104.16.29.174,4,4,0.00,5.28,0.00,N/A
104.19.71.10,4,4,0.00,5.28,0.00,N/A
104.21.66.6,4,4,0.00,5.28,0.00,N/A
104.25.150.218,4,4,0.00,5.29,0.00,N/A
104.16.21.224,4,4,0.00,5.29,0.00,N/A
104.16.125.207,4,4,0.00,5.29,0.00,N/A
104.19.146.127,4,4,0.00,5.29,0.00,N/A
104.25.169.222,4,4,0.00,5.29,0.00,N/A
104.24.232.31,4,4,0.00,5.29,0.00,N/A
104.25.129.150,4,4,0.00,5.29,0.00,N/A
104.25.128.22,4,4,0.00,5.29,0.00,N/A
104.19.173.169,4,4,0.00,5.29,0.00,N/A
162.159.213.46,4,4,0.00,5.29,0.00,N/A
104.27.54.94,4,4,0.00,5.29,0.00,N/A
104.16.132.70,4,4,0.00,5.29,0.00,N/A
104.25.131.93,4,4,0.00,5.29,0.00,N/A
104.19.129.213,4,4,0.00,5.29,0.00,N/A
104.19.88.122,4,4,0.00,5.29,0.00,N/A
104.17.68.27,4,4,0.00,5.29,0.00,N/A
172.66.147.115,4,4,0.00,5.30,0.00,N/A
104.17.239.1,4,4,0.00,5.30,0.00,N/A
104.27.114.49,4,4,0.00,5.30,0.00,N/A
104.24.209.158,4,4,0.00,5.30,0.00,N/A
162.159.212.113,4,4,0.00,5.30,0.00,N/A
104.21.36.123,4,4,0.00,5.30,0.00,N/A
104.18.236.234,4,4,0.00,5.30,0.00,N/A
172.64.46.2,4,4,0.00,5.30,0.00,N/A
104.19.199.123,4,4,0.00,5.30,0.00,N/A
104.19.217.142,4,4,0.00,5.30,0.00,N/A
104.24.193.30,4,4,0.00,5.30,0.00,N/A
104.25.194.112,4,4,0.00,5.30,0.00,N/A
104.17.13.94,4,4,0.00,5.30,0.00,N/A
104.25.99.178,4,4,0.00,5.30,0.00,N/A
104.25.136.252,4,4,0.00,5.30,0.00,N/A
104.24.68.226,4,4,0.00,5.30,0.00,N/A
104.24.208.169,4,4,0.00,5.31,0.00,N/A
104.25.198.118,4,4,0.00,5.31,0.00,N/A
104.19.45.216,4,4,0.00,5.31,0.00,N/A
104.25.28.198,4,4,0.00,5.31,0.00,N/A
104.19.65.173,4,4,0.00,5.31,0.00,N/A
104.19.187.202,4,4,0.00,5.31,0.00,N/A
162.159.201.159,4,4,0.00,5.31,0.00,N/A
104.18.25.127,4,4,0.00,5.31,0.00,N/A
104.17.60.42,4,4,0.00,5.31,0.00,N/A
104.16.45.162,4,4,0.00,5.31,0.00,N/A
172.65.244.213,4,4,0.00,5.31,0.00,N/A
104.16.27.170,4,4,0.00,5.31,0.00,N/A
162.159.195.2,4,4,0.00,5.31,0.00,N/A
104.18.23.37,4,4,0.00,5.31,0.00,N/A
172.67.138.107,4,4,0.00,5.31,0.00,N/A
104.19.160.210,4,4,0.00,5.32,0.00,N/A
104.16.119.248,4,4,0.00,5.32,0.00,N/A
104.17.161.31,4,4,0.00,5.32,0.00,N/A
172.66.165.236,4,4,0.00,5.32,0.00,N/A
104.17.192.21,4,4,0.00,5.32,0.00,N/A
104.18.217.248,4,4,0.00,5.32,0.00,N/A
104.25.38.73,4,4,0.00,5.32,0.00,N/A
104.18.64.195,4,4,0.00,5.32,0.00,N/A
172.66.142.79,4,4,0.00,5.32,0.00,N/A
104.27.58.221,4,4,0.00,5.32,0.00,N/A
172.64.231.146,4,4,0.00,5.32,0.00,N/A
104.25.91.106,4,4,0.00,5.32,0.00,N/A
104.24.231.118,4,4,0.00,5.32,0.00,N/A
104.25.135.155,4,4,0.00,5.32,0.00,N/A
162.159.1.212,4,4,0.00,5.33,0.00,N/A
104.16.1.125,4,4,0.00,5.33,0.00,N/A
104.17.105.208,4,4,0.00,5.33,0.00,N/A
172.65.166.110,4,4,0.00,5.33,0.00,N/A
162.159.199.215,4,4,0.00,5.33,0.00,N/A
104.18.28.53,4,4,0.00,5.33,0.00,N/A
104.19.185.102,4,4,0.00,5.33,0.00,N/A
172.67.218.174,4,4,0.00,5.33,0.00,N/A
104.19.2.56,4,4,0.00,5.33,0.00,N/A
104.24.210.149,4,4,0.00,5.33,0.00,N/A
172.67.232.156,4,4,0.00,5.33,0.00,N/A
104.18.133.3,4,4,0.00,5.33,0.00,N/A
104.18.238.201,4,4,0.00,5.33,0.00,N/A
104.18.82.114,4,4,0.00,5.33,0.00,N/A
104.21.19.135,4,4,0.00,5.33,0.00,N/A
104.27.55.20,4,4,0.00,5.33,0.00,N/A
104.19.225.155,4,4,0.00,5.34,0.00,N/A
104.18.68.20,4,4,0.00,5.34,0.00,N/A
104.19.245.212,4,4,0.00,5.34,0.00,N/A
104.19.194.47,4,4,0.00,5.34,0.00,N/A
172.67.134.230,4,4,0.00,5.34,0.00,N/A
172.65.158.125,4,4,0.00,5.34,0.00,N/A
104.27.16.217,4,4,0.00,5.34,0.00,N/A
104.25.89.246,4,4,0.00,5.34,0.00,N/A
104.21.115.118,4,4,0.00,5.34,0.00,N/A
104.27.75.90,4,4,0.00,5.34,0.00,N/A
104.19.188.132,4,4,0.00,5.35,0.00,N/A
104.18.48.187,4,4,0.00,5.35,0.00,N/A
104.19.136.106,4,4,0.00,5.35,0.00,N/A
104.19.175.78,4,4,0.00,5.35,0.00,N/A
104.17.67.246,4,4,0.00,5.35,0.00,N/A
104.25.195.143,4,4,0.00,5.35,0.00,N/A
104.19.219.55,4,4,0.00,5.35,0.00,N/A
104.16.223.195,4,4,0.00,5.35,0.00,N/A
104.17.216.27,4,4,0.00,5.35,0.00,N/A
172.66.177.127,4,4,0.00,5.35,0.00,N/A
104.17.247.1,4,4,0.00,5.35,0.00,N/A
104.21.91.240,4,4,0.00,5.36,0.00,N/A
104.24.190.81,4,4,0.00,5.36,0.00,N/A
172.65.235.231,4,4,0.00,5.36,0.00,N/A
104.24.133.229,4,4,0.00,5.36,0.00,N/A
104.19.242.27,4,4,0.00,5.36,0.00,N/A
104.18.56.243,4,4,0.00,5.36,0.00,N/A
104.17.210.114,4,4,0.00,5.36,0.00,N/A
104.19.141.66,4,4,0.00,5.36,0.00,N/A
104.17.231.79,4,4,0.00,5.36,0.00,N/A
104.17.170.200,4,4,0.00,5.36,0.00,N/A
172.64.233.121,4,4,0.00,5.36,0.00,N/A
104.19.237.13,4,4,0.00,5.36,0.00,N/A
104.19.243.8,4,4,0.00,5.36,0.00,N/A
104.16.236.244,4,4,0.00,5.36,0.00,N/A
104.24.74.20,4,4,0.00,5.36,0.00,N/A
104.17.236.247,4,4,0.00,5.37,0.00,N/A
104.25.207.54,4,4,0.00,5.37,0.00,N/A
104.25.124.235,4,4,0.00,5.37,0.00,N/A
104.19.167.38,4,4,0.00,5.37,0.00,N/A
172.65.200.240,4,4,0.00,5.37,0.00,N/A
104.19.176.205,4,4,0.00,5.37,0.00,N/A
104.24.151.86,4,4,0.00,5.37,0.00,N/A
104.21.39.61,4,4,0.00,5.37,0.00,N/A
172.65.165.106,4,4,0.00,5.37,0.00,N/A
104.19.158.61,4,4,0.00,5.37,0.00,N/A
104.17.65.113,4,4,0.00,5.37,0.00,N/A
172.64.235.140,4,4,0.00,5.37,0.00,N/A
104.17.196.207,4,4,0.00,5.38,0.00,N/A
104.19.192.4,4,4,0.00,5.38,0.00,N/A
104.24.183.52,4,4,0.00,5.38,0.00,N/A
104.17.151.195,4,4,0.00,5.38,0.00,N/A
104.24.229.248,4,4,0.00,5.38,0.00,N/A
104.27.4.12,4,4,0.00,5.38,0.00,N/A
104.17.111.3,4,4,0.00,5.38,0.00,N/A
172.65.139.250,4,4,0.00,5.38,0.00,N/A
104.24.174.87,4,4,0.00,5.38,0.00,N/A
104.24.202.44,4,4,0.00,5.38,0.00,N/A
104.16.247.135,4,4,0.00,5.38,0.00,N/A
104.27.56.136,4,4,0.00,5.38,0.00,N/A
104.27.60.196,4,4,0.00,5.38,0.00,N/A
104.17.172.154,4,4,0.00,5.39,0.00,N/A
104.25.149.177,4,4,0.00,5.39,0.00,N/A
162.159.251.66,4,4,0.00,5.39,0.00,N/A
172.64.42.24,4,4,0.00,5.39,0.00,N/A
162.159.253.27,4,4,0.00,5.39,0.00,N/A
104.18.235.218,4,4,0.00,5.39,0.00,N/A
104.25.233.123,4,4,0.00,5.39,0.00,N/A
104.24.216.253,4,4,0.00,5.39,0.00,N/A
104.16.3.29,4,4,0.00,5.39,0.00,N/A
104.17.168.247,4,4,0.00,5.39,0.00,N/A
104.18.140.122,4,4,0.00,5.39,0.00,N/A
162.159.236.49,4,4,0.00,5.39,0.00,N/A
162.159.228.90,4,4,0.00,5.39,0.00,N/A
198.41.216.146,4,4,0.00,5.39,0.00,N/A
104.17.181.105,4,4,0.00,5.39,0.00,N/A
104.20.6.253,4,4,0.00,5.40,0.00,N/A
104.19.163.183,4,4,0.00,5.40,0.00,N/A
104.17.153.72,4,4,0.00,5.40,0.00,N/A
104.25.12.79,4,4,0.00,5.40,0.00,N/A
104.24.223.226,4,4,0.00,5.40,0.00,N/A
104.17.171.57,4,4,0.00,5.40,0.00,N/A
104.16.31.245,4,4,0.00,5.40,0.00,N/A
104.24.207.160,4,4,0.00,5.40,0.00,N/A
104.17.29.31,4,4,0.00,5.40,0.00,N/A
104.18.5.100,4,4,0.00,5.40,0.00,N/A
104.24.226.47,4,4,0.00,5.40,0.00,N/A
104.18.62.14,4,4,0.00,5.40,0.00,N/A
104.19.39.52,4,4,0.00,5.40,0.00,N/A
162.159.248.164,4,4,0.00,5.40,0.00,N/A
104.19.139.135,4,4,0.00,5.41,0.00,N/A
162.159.244.221,4,4,0.00,5.41,0.00,N/A
104.21.95.112,4,4,0.00,5.41,0.00,N/A
104.20.3.131,4,4,0.00,5.41,0.00,N/A
104.25.6.153,4,4,0.00,5.41,0.00,N/A
172.67.108.122,4,4,0.00,5.41,0.00,N/A
198.41.211.157,4,4,0.00,5.41,0.00,N/A
104.17.185.212,4,4,0.00,5.41,0.00,N/A
104.27.3.68,4,4,0.00,5.41,0.00,N/A
104.17.197.13,4,4,0.00,5.41,0.00,N/A
104.18.250.63,4,4,0.00,5.41,0.00,N/A
104.17.244.212,4,4,0.00,5.41,0.00,N/A
104.25.132.4,4,4,0.00,5.41,0.00,N/A
104.18.63.191,4,4,0.00,5.42,0.00,N/A
104.24.212.185,4,4,0.00,5.42,0.00,N/A
104.17.243.114,4,4,0.00,5.42,0.00,N/A
104.19.228.93,4,4,0.00,5.42,0.00,N/A
104.19.189.172,4,4,0.00,5.42,0.00,N/A
104.18.66.161,4,4,0.00,5.42,0.00,N/A
162.159.231.191,4,4,0.00,5.42,0.00,N/A
104.19.182.187,4,4,0.00,5.42,0.00,N/A
104.25.102.53,4,4,0.00,5.42,0.00,N/A
104.24.200.166,4,4,0.00,5.43,0.00,N/A
104.17.223.144,4,4,0.00,5.43,0.00,N/A
104.17.204.234,4,4,0.00,5.43,0.00,N/A
104.19.178.245,4,4,0.00,5.43,0.00,N/A
104.18.44.175,4,4,0.00,5.43,0.00,N/A
104.17.224.138,4,4,0.00,5.43,0.00,N/A
104.24.249.229,4,4,0.00,5.43,0.00,N/A
104.25.15.116,4,4,0.00,5.43,0.00,N/A
104.17.209.165,4,4,0.00,5.44,0.00,N/A
104.27.78.136,4,4,0.00,5.44,0.00,N/A
104.17.227.6,4,4,0.00,5.44,0.00,N/A
104.19.76.201,4,4,0.00,5.44,0.00,N/A
104.16.5.41,4,4,0.00,5.44,0.00,N/A
104.17.115.86,4,4,0.00,5.44,0.00,N/A
104.16.23.95,4,4,0.00,5.44,0.00,N/A
104.17.146.158,4,4,0.00,5.44,0.00,N/A
162.159.147.13,4,4,0.00,5.44,0.00,N/A
104.19.36.66,4,4,0.00,5.45,0.00,N/A
104.19.164.126,4,4,0.00,5.45,0.00,N/A
104.16.9.24,4,4,0.00,5.45,0.00,N/A
104.27.8.152,4,4,0.00,5.45,0.00,N/A
162.159.148.128,4,4,0.00,5.45,0.00,N/A
172.66.45.205,4,4,0.00,5.45,0.00,N/A
104.17.212.30,4,4,0.00,5.45,0.00,N/A
104.16.36.143,4,4,0.00,5.45,0.00,N/A
104.19.186.247,4,4,0.00,5.45,0.00,N/A
104.24.132.4,4,4,0.00,5.45,0.00,N/A
104.18.24.205,4,4,0.00,5.46,0.00,N/A
104.17.160.107,4,4,0.00,5.46,0.00,N/A
104.25.193.169,4,4,0.00,5.46,0.00,N/A
104.18.219.239,4,4,0.00,5.46,0.00,N/A
104.17.188.125,4,4,0.00,5.46,0.00,N/A
104.25.130.249,4,4,0.00,5.46,0.00,N/A
172.65.213.246,4,4,0.00,5.46,0.00,N/A
104.27.7.126,4,4,0.00,5.46,0.00,N/A
104.19.148.41,4,4,0.00,5.46,0.00,N/A
172.65.170.238,4,4,0.00,5.46,0.00,N/A
172.67.233.227,4,4,0.00,5.46,0.00,N/A
104.20.47.121,4,4,0.00,5.47,0.00,N/A
104.18.50.25,4,4,0.00,5.47,0.00,N/A
104.16.8.166,4,4,0.00,5.47,0.00,N/A
104.19.251.92,4,4,0.00,5.47,0.00,N/A
104.16.56.144,4,4,0.00,5.47,0.00,N/A
104.25.42.163,4,4,0.00,5.47,0.00,N/A
104.25.90.180,4,4,0.00,5.47,0.00,N/A
104.25.74.212,4,4,0.00,5.48,0.00,N/A
104.27.59.0,4,4,0.00,5.48,0.00,N/A
104.17.166.1,4,4,0.00,5.48,0.00,N/A
172.65.242.28,4,4,0.00,5.48,0.00,N/A
104.19.230.188,4,4,0.00,5.48,0.00,N/A
104.19.216.183,4,4,0.00,5.48,0.00,N/A
104.17.169.118,4,4,0.00,5.48,0.00,N/A
104.17.150.53,4,4,0.00,5.48,0.00,N/A
104.24.144.14,4,4,0.00,5.49,0.00,N/A
104.18.81.53,4,4,0.00,5.49,0.00,N/A
172.65.25.121,4,4,0.00,5.49,0.00,N/A
104.17.178.80,4,4,0.00,5.49,0.00,N/A
162.159.240.80,4,4,0.00,5.49,0.00,N/A
104.17.145.37,4,4,0.00,5.49,0.00,N/A
104.27.50.150,4,4,0.00,5.49,0.00,N/A
104.18.55.180,4,4,0.00,5.49,0.00,N/A
104.19.239.14,4,4,0.00,5.49,0.00,N/A
104.16.28.89,4,4,0.00,5.50,0.00,N/A
162.159.255.141,4,4,0.00,5.50,0.00,N/A
104.27.46.126,4,4,0.00,5.50,0.00,N/A
104.24.201.137,4,4,0.00,5.50,0.00,N/A
104.24.228.7,4,4,0.00,5.50,0.00,N/A
104.16.10.196,4,4,0.00,5.50,0.00,N/A
104.17.225.209,4,4,0.00,5.50,0.00,N/A
172.65.98.248,4,4,0.00,5.50,0.00,N/A
104.16.32.26,4,4,0.00,5.50,0.00,N/A
104.17.163.224,4,4,0.00,5.50,0.00,N/A
104.25.209.143,4,4,0.00,5.51,0.00,N/A
104.19.249.135,4,4,0.00,5.51,0.00,N/A
104.16.39.176,4,4,0.00,5.51,0.00,N/A
104.24.218.27,4,4,0.00,5.51,0.00,N/A
104.18.57.209,4,4,0.00,5.51,0.00,N/A
104.29.154.84,4,4,0.00,5.51,0.00,N/A
104.17.237.109,4,4,0.00,5.51,0.00,N/A
104.25.62.144,4,4,0.00,5.52,0.00,N/A
104.19.238.56,4,4,0.00,5.52,0.00,N/A
104.17.158.140,4,4,0.00,5.52,0.00,N/A
104.17.186.153,4,4,0.00,5.52,0.00,N/A
104.24.41.43,4,4,0.00,5.52,0.00,N/A
104.17.189.113,4,4,0.00,5.52,0.00,N/A
104.17.205.139,4,4,0.00,5.52,0.00,N/A
162.159.246.2,4,4,0.00,5.52,0.00,N/A
104.25.76.215,4,4,0.00,5.53,0.00,N/A
172.66.149.148,4,4,0.00,5.53,0.00,N/A
104.24.147.241,4,4,0.00,5.53,0.00,N/A
104.27.67.30,4,4,0.00,5.53,0.00,N/A
104.25.13.37,4,4,0.00,5.53,0.00,N/A
104.17.128.124,4,4,0.00,5.53,0.00,N/A
104.17.156.95,4,4,0.00,5.53,0.00,N/A
104.24.142.125,4,4,0.00,5.53,0.00,N/A
104.24.148.202,4,4,0.00,5.53,0.00,N/A
104.17.199.254,4,4,0.00,5.53,0.00,N/A
198.41.201.173,4,4,0.00,5.53,0.00,N/A
172.65.45.54,4,4,0.00,5.54,0.00,N/A
172.65.239.234,4,4,0.00,5.54,0.00,N/A
104.16.13.71,4,4,0.00,5.54,0.00,N/A
104.21.38.216,4,4,0.00,5.54,0.00,N/A
104.27.12.235,4,4,0.00,5.54,0.00,N/A
104.25.23.128,4,4,0.00,5.54,0.00,N/A
104.21.197.191,4,4,0.00,5.54,0.00,N/A
172.67.78.25,4,4,0.00,5.55,0.00,N/A
104.24.153.201,4,4,0.00,5.55,0.00,N/A
104.17.149.68,4,4,0.00,5.55,0.00,N/A
104.19.234.243,4,4,0.00,5.55,0.00,N/A
104.25.127.105,4,4,0.00,5.55,0.00,N/A
104.17.154.203,4,4,0.00,5.55,0.00,N/A
162.159.192.66,4,4,0.00,5.55,0.00,N/A
104.18.59.96,4,4,0.00,5.56,0.00,N/A
104.21.195.46,4,4,0.00,5.56,0.00,N/A
104.17.245.146,4,4,0.00,5.56,0.00,N/A
104.19.211.24,4,4,0.00,5.56,0.00,N/A
104.17.133.2,4,4,0.00,5.56,0.00,N/A
104.17.220.80,4,4,0.00,5.56,0.00,N/A
198.41.206.3,4,4,0.00,5.56,0.00,N/A
104.24.214.13,4,4,0.00,5.56,0.00,N/A
104.27.48.184,4,4,0.00,5.56,0.00,N/A
104.24.244.42,4,4,0.00,5.56,0.00,N/A
104.25.18.44,4,4,0.00,5.57,0.00,N/A
104.19.180.230,4,4,0.00,5.57,0.00,N/A
104.16.2.112,4,4,0.00,5.57,0.00,N/A
104.18.33.226,4,4,0.00,5.57,0.00,N/A
104.17.208.135,4,4,0.00,5.57,0.00,N/A
172.64.82.181,4,4,0.00,5.57,0.00,N/A
104.17.131.31,4,4,0.00,5.57,0.00,N/A
104.17.155.206,4,4,0.00,5.58,0.00,N/A
104.24.66.52,4,4,0.00,5.58,0.00,N/A
104.18.42.9,4,4,0.00,5.58,0.00,N/A
104.24.158.197,4,4,0.00,5.58,0.00,N/A
104.25.16.185,4,4,0.00,5.58,0.00,N/A
104.19.154.11,4,4,0.00,5.58,0.00,N/A
104.17.143.201,4,4,0.00,5.58,0.00,N/A
104.24.159.5,4,4,0.00,5.59,0.00,N/A
104.24.129.211,4,4,0.00,5.59,0.00,N/A
104.24.156.131,4,4,0.00,5.59,0.00,N/A
198.41.218.141,4,4,0.00,5.59,0.00,N/A
104.17.114.245,4,4,0.00,5.59,0.00,N/A
104.17.214.93,4,4,0.00,5.59,0.00,N/A
104.25.14.6,4,4,0.00,5.60,0.00,N/A
104.19.241.114,4,4,0.00,5.60,0.00,N/A
104.25.84.53,4,4,0.00,5.60,0.00,N/A
104.17.179.79,4,4,0.00,5.60,0.00,N/A
104.25.9.243,4,4,0.00,5.61,0.00,N/A
198.41.217.36,4,4,0.00,5.61,0.00,N/A
104.19.162.231,4,4,0.00,5.61,0.00,N/A
104.24.240.79,4,4,0.00,5.61,0.00,N/A
104.24.215.199,4,4,0.00,5.61,0.00,N/A
104.26.7.176,4,4,0.00,5.61,0.00,N/A
104.17.159.73,4,4,0.00,5.61,0.00,N/A
104.17.157.67,4,4,0.00,5.62,0.00,N/A
104.19.142.154,4,4,0.00,5.62,0.00,N/A
104.24.243.42,4,4,0.00,5.62,0.00,N/A
172.66.150.27,4,4,0.00,5.62,0.00,N/A
104.24.17.165,4,4,0.00,5.62,0.00,N/A
104.25.105.56,4,4,0.00,5.62,0.00,N/A
172.65.241.103,4,4,0.00,5.62,0.00,N/A
104.18.253.129,4,4,0.00,5.62,0.00,N/A
104.17.207.50,4,4,0.00,5.62,0.00,N/A
104.25.44.164,4,4,0.00,5.62,0.00,N/A
104.17.230.31,4,4,0.00,5.62,0.00,N/A
104.25.125.86,4,4,0.00,5.63,0.00,N/A
104.24.225.54,4,4,0.00,5.63,0.00,N/A
172.67.105.17,4,4,0.00,5.64,0.00,N/A
104.16.232.70,4,4,0.00,5.64,0.00,N/A
104.16.20.21,4,4,0.00,5.64,0.00,N/A
172.65.94.57,4,4,0.00,5.64,0.00,N/A
198.41.195.101,4,4,0.00,5.64,0.00,N/A
104.25.138.5,4,4,0.00,5.64,0.00,N/A
104.17.142.67,4,4,0.00,5.64,0.00,N/A
104.17.106.201,4,4,0.00,5.64,0.00,N/A
198.41.197.116,4,4,0.00,5.64,0.00,N/A
104.17.140.2,4,4,0.00,5.64,0.00,N/A
104.17.218.114,4,4,0.00,5.64,0.00,N/A
104.16.152.35,4,4,0.00,5.64,0.00,N/A
104.17.232.3,4,4,0.00,5.64,0.00,N/A
104.25.80.14,4,4,0.00,5.65,0.00,N/A
104.19.206.155,4,4,0.00,5.65,0.00,N/A
172.64.158.191,4,4,0.00,5.65,0.00,N/A
104.17.63.188,4,4,0.00,5.65,0.00,N/A
104.19.233.233,4,4,0.00,5.65,0.00,N/A
104.17.213.17,4,4,0.00,5.65,0.00,N/A
104.17.167.51,4,4,0.00,5.65,0.00,N/A
104.25.103.32,4,4,0.00,5.66,0.00,N/A
104.25.56.136,4,4,0.00,5.66,0.00,N/A
104.24.32.16,4,4,0.00,5.66,0.00,N/A
104.17.219.28,4,4,0.00,5.66,0.00,N/A
104.19.157.24,4,4,0.00,5.67,0.00,N/A
104.17.71.137,4,4,0.00,5.67,0.00,N/A
104.21.9.98,4,4,0.00,5.67,0.00,N/A
104.17.202.184,4,4,0.00,5.68,0.00,N/A
104.19.122.171,4,4,0.00,5.68,0.00,N/A
104.19.150.117,4,4,0.00,5.68,0.00,N/A
104.24.155.101,4,4,0.00,5.68,0.00,N/A
173.245.58.96,4,4,0.00,5.69,0.00,N/A
172.67.85.163,4,4,0.00,5.69,0.00,N/A
104.27.192.191,4,4,0.00,5.69,0.00,N/A
104.18.251.233,4,4,0.00,5.69,0.00,N/A
104.20.20.235,4,4,0.00,5.70,0.00,N/A
104.17.222.0,4,4,0.00,5.70,0.00,N/A
172.65.99.122,4,4,0.00,5.70,0.00,N/A
104.19.46.158,4,4,0.00,5.71,0.00,N/A
104.25.92.235,4,4,0.00,5.71,0.00,N/A
104.18.145.239,4,4,0.00,5.72,0.00,N/A
172.65.92.156,4,4,0.00,5.72,0.00,N/A
104.19.209.107,4,4,0.00,5.72,0.00,N/A
104.25.41.118,4,4,0.00,5.72,0.00,N/A
104.17.132.88,4,4,0.00,5.73,0.00,N/A
104.25.8.65,4,4,0.00,5.73,0.00,N/A
172.66.129.75,4,4,0.00,5.73,0.00,N/A
104.24.140.54,4,4,0.00,5.73,0.00,N/A
104.24.219.101,4,4,0.00,5.73,0.00,N/A
104.25.4.49,4,4,0.00,5.74,0.00,N/A
104.24.246.176,4,4,0.00,5.74,0.00,N/A
104.18.49.194,4,4,0.00,5.74,0.00,N/A
104.24.248.252,4,4,0.00,5.74,0.00,N/A
104.25.49.233,4,4,0.00,5.75,0.00,N/A
172.67.165.121,4,4,0.00,5.75,0.00,N/A
104.17.203.249,4,4,0.00,5.75,0.00,N/A
104.16.202.3,4,4,0.00,5.75,0.00,N/A
104.17.180.173,4,4,0.00,5.76,0.00,N/A
104.17.144.61,4,4,0.00,5.76,0.00,N/A
162.159.250.208,4,4,0.00,5.76,0.00,N/A
104.24.157.50,4,4,0.00,5.76,0.00,N/A
104.17.187.116,4,4,0.00,5.76,0.00,N/A
104.17.228.140,4,4,0.00,5.76,0.00,N/A
104.24.245.109,4,4,0.00,5.76,0.00,N/A
